CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C18557,105.333584,0.37500,306.00,306.00,0.00,0.00,0.12500,0.12500,0.00000,0.00000,0,2,6000.00,101.99,118.32,0.00000,8
C18558,32.944835,1.00000,185.80,0.00,185.80,0.00,1.00000,0.00000,0.90000,0.00000,0,10,1000.00,101.82,142.43,0.62500,10
C18559,192.766707,0.72727,55.00,55.00,0.00,455.90,0.08333,0.08333,0.00000,0.25000,4,1,2000.00,236.01,119.09,0.00000,12
C18560,53.684439,0.81818,862.47,0.00,862.47,0.00,0.75000,0.00000,0.66667,0.00000,0,9,2500.00,1007.36,172.28,1.00000,12
C18561,229.752417,1.00000,82.28,0.00,82.28,0.00,0.33333,0.00000,0.33333,0.00000,0,4,1000.00,203.79,171.88,0.00000,12
C18562,184.007838,1.00000,526.92,0.00,526.92,0.00,1.00000,0.00000,1.00000,0.00000,0,12,1500.00,396.99,180.55,0.08333,12
C18563,626.342256,1.00000,956.64,360.00,596.64,0.00,0.45455,0.09091,0.36364,0.00000,0,8,7500.00,2125.95,222.37,0.00000,11
C18564,4.602365,0.18182,38.42,0.00,38.42,0.00,0.16667,0.00000,0.16667,0.00000,0,2,1000.00,74.75,41.03,0.00000,12
C18565,438.940490,1.00000,883.64,838.41,45.23,480.86,0.33333,0.33333,0.08333,0.16667,4,9,1000.00,910.64,364.11,0.00000,12
C18566,5.902257,0.81818,246.25,0.00,246.25,0.00,0.50000,0.00000,0.50000,0.00000,0,9,1000.00,316.60,85.01,0.77778,12
C18567,1226.820889,0.90909,0.00,0.00,0.00,1719.37,0.00000,0.00000,0.00000,0.18182,4,0,1500.00,549.66,409.83,0.00000,11
C18568,485.236136,1.00000,0.00,0.00,0.00,2250.08,0.00000,0.00000,0.00000,0.33333,5,0,3000.00,3541.57,191.09,0.33333,12
C18569,50.445122,1.00000,685.32,0.00,685.32,0.00,1.00000,0.00000,0.91667,0.00000,0,12,1000.00,627.33,184.19,0.80000,12
C18570,1551.331695,1.00000,349.92,0.00,349.92,0.00,1.00000,0.00000,1.00000,0.00000,0,12,1500.00,321.76,7433.19,0.00000,12
C18571,1158.905046,1.00000,82.90,0.00,82.90,3259.28,0.33333,0.00000,0.33333,0.58333,13,4,2500.00,2996.99,478.20,0.16667,12
C18572,26.143768,0.36364,0.00,0.00,0.00,490.49,0.00000,0.00000,0.00000,0.09091,4,0,1000.00,1132.08,42.06,0.33333,11
C18573,572.838755,1.00000,442.23,339.64,102.59,0.00,1.00000,1.00000,0.44444,0.00000,0,40,600.00,407.91,416.73,0.00000,9
C18574,993.453968,1.00000,1114.26,1114.26,0.00,0.00,0.41667,0.41667,0.00000,0.00000,0,10,1500.00,582.04,411.87,0.00000,12
C18575,880.181830,1.00000,58.40,0.00,58.40,192.16,0.28571,0.00000,0.28571,0.14286,1,2,2000.00,132.49,152.28,0.00000,7
C18577,252.359096,1.00000,2487.00,0.00,2487.00,0.00,1.00000,0.00000,1.00000,0.00000,0,12,450.00,2347.42,2621.83,0.16667,12
C18578,321.606195,0.90909,2476.30,1062.12,1414.18,0.00,0.75000,0.25000,0.58333,0.00000,0,28,2000.00,912.50,157.96,0.25000,12
C18579,215.295527,1.00000,599.03,260.00,339.03,0.00,1.00000,0.11111,0.88889,0.00000,0,10,1000.00,223.11,163.12,0.42857,9
C18580,1222.080889,0.81818,750.00,0.00,750.00,2452.14,1.00000,0.00000,1.00000,0.33333,4,12,2500.00,554.33,260.88,0.00000,12
C18582,1678.593700,1.00000,1846.81,1846.81,0.00,0.00,0.62500,0.62500,0.00000,0.00000,0,18,3500.00,350.65,297.50,0.00000,8
C18583,654.849672,1.00000,630.00,630.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,2500.00,729.36,181.04,0.00000,12
C18584,21.462595,0.72727,193.40,0.00,193.40,0.00,0.66667,0.00000,0.66667,0.00000,0,8,2500.00,264.85,154.49,1.00000,12
C18585,1931.873900,0.90909,477.70,50.00,427.70,2212.17,0.90909,0.09091,0.81818,0.18182,3,11,2500.00,606.42,1214.82,0.00000,11
C18586,142.637508,1.00000,1650.00,0.00,1650.00,0.00,0.91667,0.00000,0.91667,0.00000,0,11,1000.00,1775.12,177.48,0.63636,12
C18587,10.400883,0.45455,533.98,293.98,240.00,0.00,0.50000,0.25000,0.41667,0.00000,0,14,1000.00,1251.38,33.25,0.00000,12
C18588,3857.562230,1.00000,0.00,0.00,0.00,2127.21,0.00000,0.00000,0.00000,1.14286,26,0,5000.00,617.51,538.40,0.00000,7
C18589,1173.880289,0.87500,0.00,0.00,0.00,1434.78,0.00000,0.00000,0.00000,0.12500,1,0,1500.00,183.94,338.01,0.00000,8
C18590,111.098444,1.00000,1105.89,0.00,1105.89,0.00,1.00000,0.00000,1.00000,0.00000,0,26,2000.00,1004.67,151.76,0.90909,12
C18591,114.007097,0.63636,2514.89,2514.89,0.00,0.00,0.33333,0.33333,0.00000,0.00000,0,5,2000.00,979.92,104.46,0.00000,12
C18592,23.167831,1.00000,375.00,0.00,375.00,0.00,1.00000,0.00000,1.00000,0.00000,0,12,2500.00,389.72,178.84,0.91667,12
C18593,40.764223,0.54546,0.00,0.00,0.00,1374.93,0.00000,0.00000,0.00000,0.16667,2,0,1200.00,2232.23,43.65,0.00000,12
C18594,2579.635387,0.54546,0.00,0.00,0.00,6466.73,0.00000,0.00000,0.00000,0.09091,1,0,7000.00,1415.84,2022.85,0.00000,11
C18595,24.057927,0.70000,441.78,49.90,391.88,0.00,0.90000,0.10000,0.80000,0.00000,0,21,1500.00,299.24,68.45,0.20000,10
C18596,391.070250,1.00000,2616.00,0.00,2616.00,0.00,1.00000,0.00000,1.00000,0.00000,0,12,2000.00,2186.33,224.71,0.08333,12
C18598,1087.427214,0.63636,0.00,0.00,0.00,1916.60,0.00000,0.00000,0.00000,0.08333,1,0,3000.00,341.43,623.08,0.00000,12
C18599,306.462394,1.00000,1834.50,1834.50,0.00,59.35,0.66667,0.66667,0.00000,0.08333,2,21,700.00,1264.35,144.30,0.00000,12
C18600,6.995368,0.36364,76.78,0.00,76.78,0.00,0.25000,0.00000,0.25000,0.00000,0,3,4000.00,292.81,131.48,0.50000,12
C18601,412.149369,0.44444,0.00,0.00,0.00,4034.66,0.00000,0.00000,0.00000,0.33333,8,0,8000.00,195.75,184.45,0.00000,9
C18602,92.887247,1.00000,1258.50,0.00,1258.50,0.00,1.00000,0.00000,0.91667,0.00000,0,25,1000.00,1210.47,163.32,0.66667,12
C18603,170.335010,1.00000,586.95,71.52,515.43,0.00,1.00000,0.08333,1.00000,0.00000,0,24,1000.00,502.53,174.81,0.08333,12
C18604,389.869208,0.54546,736.01,392.70,343.31,501.03,1.00000,0.33333,1.00000,0.16667,5,36,1200.00,2635.21,457.61,0.09091,12
C18605,41.479055,1.00000,243.96,0.00,243.96,0.00,1.00000,0.00000,1.00000,0.00000,0,24,3000.00,1146.78,132.70,0.40000,12
C18606,13.962944,1.00000,136.92,0.00,136.92,0.00,1.00000,0.00000,1.00000,0.00000,0,12,1000.00,134.37,137.00,0.41667,12
C18607,61.154350,0.81818,791.67,214.00,577.67,19.84,1.00000,0.16667,1.00000,0.08333,1,50,1000.00,941.78,131.47,0.09091,12
C18608,5.644904,0.45455,47.50,0.00,47.50,0.00,0.25000,0.00000,0.16667,0.00000,0,3,3000.00,70.55,42.43,0.10000,12
C18609,115.310676,0.90909,1316.06,1111.40,204.66,0.00,0.81818,0.72727,0.09091,0.00000,0,14,500.00,1198.56,138.87,1.00000,11
C18610,26.354114,0.36364,1148.31,1148.31,0.00,0.00,0.25000,0.25000,0.00000,0.00000,0,3,6000.00,1162.17,46.96,0.10000,12
C18611,200.907701,0.42857,1100.00,1100.00,0.00,0.00,0.14286,0.14286,0.00000,0.00000,0,1,1100.00,1943.17,254.55,0.00000,7
C18613,213.233979,0.90909,2140.96,165.79,1975.17,0.00,0.83333,0.16667,0.58333,0.00000,0,30,2500.00,2152.26,197.03,0.44444,12
C18614,361.670150,1.00000,561.68,214.00,347.68,0.00,1.00000,0.16667,0.91667,0.00000,0,14,1500.00,252.66,200.79,0.00000,12
C18615,64.907748,0.72727,547.28,130.00,417.28,0.00,0.33333,0.08333,0.25000,0.00000,0,4,2500.00,1095.18,126.51,1.00000,12
C18616,940.351166,0.90000,0.00,0.00,0.00,2045.39,0.00000,0.00000,0.00000,0.80000,14,0,3000.00,292.02,301.38,0.00000,10
C18617,383.449462,1.00000,1159.06,1146.06,13.00,0.00,0.75000,0.75000,0.08333,0.00000,0,28,500.00,1346.95,262.26,0.08333,12
C18618,2.660671,0.09091,102.79,0.00,102.79,0.00,0.08333,0.00000,0.08333,0.00000,0,1,4000.00,203.23,27.55,0.09091,12
C18619,80.707136,0.81818,682.27,567.95,114.32,0.00,0.58333,0.50000,0.33333,0.00000,0,16,7500.00,1065.26,126.39,0.66667,12
C18620,4743.748932,1.00000,399.00,0.00,399.00,1112.25,0.66667,0.00000,0.58333,0.16667,3,8,5000.00,1259.06,1481.73,0.00000,12
C18621,882.581290,1.00000,2421.34,1661.76,759.58,0.00,1.00000,0.91667,1.00000,0.00000,0,40,5000.00,1997.32,237.20,0.00000,12
C18622,1060.010246,1.00000,0.00,0.00,0.00,78.97,0.00000,0.00000,0.00000,0.10000,1,0,1200.00,233.55,257.02,0.00000,10
C18623,1062.081424,1.00000,328.37,140.00,188.37,1309.52,0.58333,0.08333,0.50000,0.25000,4,9,1400.00,556.03,617.66,0.00000,12
C18624,803.559070,1.00000,618.07,209.70,408.37,0.00,1.00000,0.08333,0.91667,0.00000,0,16,1200.00,238.90,296.53,0.00000,12
C18625,0.401279,0.09091,31.50,0.00,31.50,0.00,0.25000,0.00000,0.25000,0.00000,0,3,3000.00,120.70,,0.00000,12
C18626,55.597490,0.54546,479.98,479.98,0.00,942.60,0.09091,0.09091,0.00000,0.09091,1,1,1200.00,1836.63,31.15,0.00000,11
C18627,1355.437063,1.00000,0.00,0.00,0.00,407.88,0.00000,0.00000,0.00000,0.25000,6,0,1500.00,642.56,412.71,0.00000,12
C18628,7.853610,0.36364,125.00,0.00,125.00,0.00,0.41667,0.00000,0.33333,0.00000,0,5,2500.00,91.79,43.40,0.00000,12
C18629,0.000000,0.00000,64.62,0.00,64.62,0.00,0.25000,0.00000,0.25000,0.00000,0,3,1000.00,0.00,,0.00000,12
C18631,6.484008,0.27273,61.71,0.00,61.71,0.00,0.25000,0.00000,0.25000,0.00000,0,3,1000.00,233.76,136.91,1.00000,12
C18632,1157.568538,1.00000,329.00,37.00,292.00,0.00,0.66667,0.08333,0.66667,0.00000,0,9,2500.00,603.25,567.94,0.00000,12
C18633,91.669248,0.83333,737.65,0.00,737.65,0.00,0.83333,0.00000,0.66667,0.00000,0,5,2500.00,664.39,86.54,1.00000,6
C18634,304.309784,1.00000,289.75,0.00,289.75,0.00,0.50000,0.00000,0.41667,0.00000,0,7,2500.00,670.65,177.08,0.00000,12
C18635,460.331646,0.54546,0.00,0.00,0.00,1759.78,0.00000,0.00000,0.00000,0.41667,6,0,3000.00,357.30,349.84,0.00000,12
C18636,789.814537,0.90909,0.00,0.00,0.00,5654.93,0.00000,0.00000,0.00000,0.16667,12,0,3000.00,5949.86,475.20,0.09091,12
C18637,5934.610587,1.00000,0.00,0.00,0.00,302.68,0.00000,0.00000,0.00000,0.25000,5,0,6000.00,1065.96,2394.24,0.00000,12
C18638,18.908241,0.27273,126.00,126.00,0.00,0.00,0.09091,0.09091,0.00000,0.00000,0,1,1000.00,643.43,81.35,0.00000,11
C18639,32.092521,0.90909,573.02,0.00,573.02,0.00,0.83333,0.00000,0.75000,0.00000,0,10,2000.00,560.14,128.37,0.55556,12
C18640,87.189044,1.00000,744.62,467.02,277.60,110.54,0.83333,0.33333,0.75000,0.08333,1,25,1000.00,970.67,168.46,0.88889,12
C18641,527.528311,1.00000,467.40,0.00,467.40,781.39,1.00000,0.00000,1.00000,0.08333,1,12,2000.00,2358.28,596.81,0.16667,12
C18642,9.712731,0.63636,128.94,0.00,128.94,0.00,0.58333,0.00000,0.50000,0.00000,0,7,3000.00,169.86,154.86,0.60000,12
C18643,1029.713408,0.90909,1141.21,110.00,1031.21,1812.10,0.83333,0.08333,0.75000,0.33333,5,36,3000.00,420.99,443.64,0.11111,12
C18644,458.266310,0.72727,691.82,453.90,237.92,218.68,0.58333,0.16667,0.41667,0.16667,3,14,1000.00,343.50,252.00,0.00000,12
C18645,510.339352,1.00000,509.55,509.55,0.00,696.13,0.25000,0.25000,0.00000,0.16667,4,6,2500.00,1346.04,194.92,0.10000,12
C18646,121.385695,0.90909,341.96,287.00,54.96,0.00,1.00000,0.16667,1.00000,0.00000,0,16,1000.00,626.77,118.82,0.10000,12
C18647,1163.222817,0.90909,0.00,0.00,0.00,2502.66,0.00000,0.00000,0.00000,0.16667,2,0,2500.00,2937.31,379.48,0.00000,12
C18648,3911.628474,0.87500,0.00,0.00,0.00,11951.90,0.00000,0.00000,0.00000,0.50000,40,0,7000.00,7918.88,905.57,0.16667,8
C18649,400.554448,1.00000,0.00,0.00,0.00,1157.68,0.00000,0.00000,0.00000,0.08333,1,0,3000.00,2123.97,180.06,0.09091,12
C18650,361.725724,1.00000,0.00,0.00,0.00,312.11,0.00000,0.00000,0.00000,0.08333,2,0,500.00,438.99,252.25,0.00000,12
C18652,495.162530,1.00000,0.00,0.00,0.00,836.27,0.00000,0.00000,0.00000,0.08333,1,0,1000.00,639.72,248.66,0.00000,12
C18653,22.493402,0.27273,291.28,146.29,144.99,0.00,0.25000,0.16667,0.16667,0.00000,0,7,1000.00,563.72,168.01,0.00000,12
C18654,1.707488,0.18182,32.04,0.00,32.04,0.00,0.16667,0.00000,0.08333,0.00000,0,2,2500.00,118.93,150.60,1.00000,12
C18655,640.510192,0.77778,351.89,351.89,0.00,998.21,0.33333,0.33333,0.00000,0.11111,4,7,1200.00,1899.54,421.25,0.20000,9
C18656,28.697141,1.00000,360.00,0.00,360.00,0.00,1.00000,0.00000,1.00000,0.00000,0,12,2000.00,352.35,95.56,0.75000,12
C18657,123.822604,0.12500,0.00,0.00,0.00,1625.78,0.00000,0.00000,0.00000,0.12500,1,0,2000.00,0.00,,0.00000,8
C18658,2.850024,0.18182,114.56,0.00,114.56,0.00,0.25000,0.00000,0.25000,0.00000,0,3,1000.00,403.21,130.70,0.33333,12
C18660,202.968428,1.00000,163.55,0.00,163.55,0.00,0.50000,0.00000,0.50000,0.00000,0,9,1500.00,188.82,1711.21,0.00000,12
C18661,8.905649,0.36364,112.29,0.00,112.29,0.00,0.16667,0.00000,0.16667,0.00000,0,3,1000.00,301.68,100.45,0.00000,12
C18662,161.754889,1.00000,309.00,0.00,309.00,0.00,0.25000,0.00000,0.25000,0.00000,0,3,1000.00,629.98,194.01,0.00000,12
C18663,139.396168,0.54546,290.00,290.00,0.00,1128.39,0.08333,0.08333,0.00000,0.33333,4,1,1000.00,2988.24,169.98,0.00000,12
C18664,3673.371108,0.90909,2548.97,2051.97,497.00,4300.70,1.00000,0.81818,0.45455,0.63636,15,32,6000.00,2475.49,784.75,0.00000,11
C18665,383.881717,1.00000,274.01,0.00,274.01,877.52,0.91667,0.00000,0.83333,0.16667,3,22,500.00,1214.80,359.95,0.25000,12
C18666,5484.339435,1.00000,0.00,0.00,0.00,5990.59,0.00000,0.00000,0.00000,0.25000,14,0,6000.00,1229.43,2453.16,0.00000,12
C18667,318.805232,1.00000,300.39,106.89,193.50,163.10,1.00000,0.10000,0.90000,0.10000,8,13,1000.00,129.07,247.97,0.11111,10
C18668,726.323657,0.85714,231.35,0.00,231.35,929.85,0.71429,0.00000,0.57143,0.14286,1,7,1000.00,249.00,816.93,0.00000,7
C18669,43.865582,0.81818,0.00,0.00,0.00,551.78,0.00000,0.00000,0.00000,0.08333,1,0,1200.00,855.84,105.64,0.14286,12
C18671,5.140599,0.18182,50.66,0.00,50.66,0.00,0.16667,0.00000,0.08333,0.00000,0,2,3000.00,0.00,,0.00000,12
C18672,95.802358,1.00000,218.96,0.00,218.96,0.00,0.90909,0.00000,0.90909,0.00000,0,10,2500.00,120.53,161.17,0.00000,11
C18673,5.629313,0.22222,62.72,0.00,62.72,0.00,0.44444,0.00000,0.44444,0.00000,0,4,1500.00,31.52,29.72,0.00000,9
C18674,306.688361,0.27273,0.00,0.00,0.00,1426.68,0.00000,0.00000,0.00000,0.08333,5,0,2500.00,169.34,347.12,0.00000,12
C18675,2373.686499,1.00000,1310.47,0.00,1310.47,3667.38,1.00000,0.00000,1.00000,0.25000,5,31,3000.00,4613.54,936.94,0.00000,12
C18676,231.422388,0.87500,822.93,822.93,0.00,0.00,0.37500,0.37500,0.00000,0.00000,0,12,1200.00,120.91,122.22,0.00000,8
C18677,105.182503,0.27273,787.09,754.47,32.62,0.00,0.25000,0.25000,0.08333,0.00000,0,11,2500.00,840.57,147.12,0.00000,12
C18678,9.996627,0.45455,87.94,0.00,87.94,0.00,0.41667,0.00000,0.41667,0.00000,0,5,1000.00,214.44,122.23,0.20000,12
C18679,1237.423459,1.00000,650.00,650.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,1500.00,419.18,456.68,0.00000,12
C18680,2373.308268,1.00000,0.00,0.00,0.00,770.92,0.00000,0.00000,0.00000,0.41667,12,0,2500.00,560.14,784.23,0.00000,12
C18682,363.443477,1.00000,1969.70,1490.20,479.50,0.00,0.91667,0.75000,0.83333,0.00000,0,47,1200.00,1428.88,200.92,0.30000,12
C18683,2139.442272,1.00000,68.22,68.22,0.00,6322.77,0.16667,0.16667,0.00000,0.25000,5,2,5000.00,3022.81,603.47,0.10000,12
C18684,248.740266,1.00000,1846.81,717.96,1128.85,0.00,1.00000,0.50000,1.00000,0.00000,0,42,1000.00,1508.73,170.85,0.33333,12
C18685,634.759794,1.00000,364.19,0.00,364.19,0.00,0.83333,0.00000,0.83333,0.00000,0,18,1000.00,29.90,3922.29,0.00000,12
C18686,1093.522518,1.00000,577.12,0.00,577.12,0.00,0.91667,0.00000,0.83333,0.00000,0,14,1050.00,854.41,1405.77,0.00000,12
C18687,4572.797303,1.00000,65.00,65.00,0.00,5075.02,0.12500,0.12500,0.00000,0.37500,8,1,5500.00,657.44,723.26,0.00000,8
C18688,320.360709,0.45455,0.00,0.00,0.00,926.96,0.00000,0.00000,0.00000,0.08333,1,0,1200.00,2036.48,171.32,0.25000,12
C18689,64.343051,0.66667,281.05,0.00,281.05,0.00,0.66667,0.00000,0.66667,0.00000,0,5,1500.00,82.61,84.36,0.00000,6
C18690,40.661132,0.90909,235.30,0.00,235.30,0.00,0.83333,0.00000,0.83333,0.00000,0,10,1000.00,279.23,161.08,0.27273,12
C18691,919.563867,1.00000,3000.00,0.00,3000.00,823.98,0.16667,0.00000,0.08333,0.08333,1,2,2000.00,4426.50,1451.76,0.08333,12
C18692,20.620429,0.81818,169.66,0.00,169.66,0.00,0.75000,0.00000,0.66667,0.00000,0,9,1000.00,192.19,145.81,1.00000,12
C18693,2096.451649,1.00000,165.29,165.29,0.00,2359.62,0.22222,0.22222,0.00000,0.22222,6,3,2500.00,453.34,476.87,0.00000,9
C18694,85.881798,0.18182,0.00,0.00,0.00,628.36,0.00000,0.00000,0.00000,0.16667,2,0,3000.00,682.49,41.34,0.00000,12
C18695,174.228543,0.72727,3407.57,3276.57,131.00,0.00,0.58333,0.58333,0.16667,0.00000,0,25,3000.00,4568.86,226.16,0.71429,12
C18696,48.283965,1.00000,325.92,0.00,325.92,0.00,1.00000,0.00000,1.00000,0.00000,0,12,2500.00,347.67,166.31,0.41667,12
C18697,602.210858,1.00000,965.00,965.00,0.00,0.00,0.25000,0.25000,0.00000,0.00000,0,5,1200.00,258.75,210.58,0.00000,12
C18698,22.987395,0.45455,200.00,0.00,200.00,0.00,0.36364,0.00000,0.36364,0.00000,0,4,2000.00,490.15,161.91,0.00000,11
C18699,1682.088431,1.00000,2263.38,837.61,1425.77,784.03,1.00000,0.50000,1.00000,0.16667,3,69,4000.00,2411.31,443.91,0.00000,12
C18700,2046.727519,0.81818,1369.72,422.44,947.28,1817.81,0.75000,0.16667,0.66667,0.16667,4,17,2500.00,242.74,10729.19,0.00000,12
C18701,839.081567,0.72727,0.00,0.00,0.00,609.46,0.00000,0.00000,0.00000,0.41667,6,0,1800.00,2719.93,407.00,0.12500,12
C18702,28.244252,0.54546,320.00,0.00,320.00,0.00,0.50000,0.00000,0.41667,0.00000,0,6,1000.00,551.23,153.09,0.40000,12
C18703,929.113186,0.72727,1622.00,1622.00,0.00,0.00,0.16667,0.16667,0.00000,0.00000,0,2,1800.00,269.02,226.42,0.00000,12
C18704,17.206623,0.81818,109.00,0.00,109.00,0.00,0.50000,0.00000,0.41667,0.00000,0,6,1000.00,143.41,106.19,0.10000,12
C18705,72.369731,1.00000,588.00,0.00,588.00,0.00,1.00000,0.00000,1.00000,0.00000,0,12,2500.00,577.95,183.98,0.58333,12
C18706,3239.011343,1.00000,0.00,0.00,0.00,1678.52,0.00000,0.00000,0.00000,0.08333,3,0,4000.00,1129.60,887.37,0.00000,12
C18707,67.251991,0.54546,0.00,0.00,0.00,90.56,0.00000,0.00000,0.00000,0.08333,3,0,500.00,987.79,78.99,0.33333,12
C18708,397.138622,0.36364,0.00,0.00,0.00,1188.21,0.00000,0.00000,0.00000,0.16667,3,0,1200.00,232.70,351.19,0.00000,12
C18709,1873.619910,1.00000,396.26,396.26,0.00,2025.44,0.57143,0.57143,0.00000,0.57143,10,14,2500.00,353.51,384.16,0.00000,7
C18710,0.391963,0.09091,43.33,0.00,43.33,0.00,0.08333,0.00000,0.08333,0.00000,0,1,1200.00,0.00,,0.00000,12
C18711,3.391066,0.27273,72.44,0.00,72.44,0.00,0.33333,0.00000,0.33333,0.00000,0,4,1000.00,194.46,111.93,0.75000,12
C18712,55.243291,1.00000,750.00,0.00,750.00,0.00,1.00000,0.00000,1.00000,0.00000,0,12,2000.00,710.62,171.55,1.00000,12
C18713,2.433343,0.16667,0.00,0.00,0.00,38.61,0.00000,0.00000,0.00000,0.16667,1,0,500.00,0.00,,0.00000,6
C18714,0.000000,0.00000,120.82,0.00,120.82,0.00,0.50000,0.00000,0.50000,0.00000,0,6,1000.00,275.03,,0.00000,12
C18715,31.932178,0.36364,365.36,0.00,365.36,0.00,0.33333,0.00000,0.33333,0.00000,0,4,1833.33,822.12,137.77,1.00000,12
C18716,34.750769,1.00000,2562.00,0.00,2562.00,0.00,1.00000,0.00000,1.00000,0.00000,0,12,2300.00,2544.22,154.15,0.45455,12
C18717,14.508545,0.45455,186.14,0.00,186.14,0.00,0.75000,0.00000,0.66667,0.00000,0,9,2500.00,181.85,78.98,0.14286,12
C18718,410.466315,0.54546,826.00,116.00,710.00,750.50,0.90909,0.18182,0.81818,0.09091,2,15,1000.00,1750.07,483.94,0.12500,11
C18719,289.096953,1.00000,3106.10,2368.60,737.50,0.00,1.00000,1.00000,0.66667,0.00000,0,59,1300.00,2656.10,184.24,0.83333,12
C18720,2.044745,0.18182,26.53,26.53,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,2500.00,155.97,82.35,0.00000,12
C18721,13.084067,0.09091,350.00,350.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,1000.00,3929.64,,0.00000,12
C18722,1047.182049,0.81818,1727.64,0.00,1727.64,0.00,1.00000,0.00000,1.00000,0.00000,0,12,1000.00,3548.80,3243.69,0.00000,12
C18723,161.442459,1.00000,1767.61,320.02,1447.59,0.00,1.00000,0.08333,1.00000,0.00000,0,20,2000.00,1688.47,176.28,0.58333,12
C18724,2.100274,0.18182,65.00,65.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,3000.00,282.39,41.48,0.00000,12
C18725,1384.431318,1.00000,3013.20,924.39,2088.81,0.00,1.00000,0.16667,1.00000,0.00000,0,33,6600.00,1218.30,316.47,0.00000,12
C18726,155.167572,0.80000,1084.76,0.00,1084.76,0.00,0.80000,0.00000,0.70000,0.00000,0,12,4000.00,1070.91,147.70,0.66667,10
C18728,1.644581,0.09091,42.49,42.49,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,1200.00,231.48,86.84,0.00000,12
C18729,39.885648,1.00000,433.32,0.00,433.32,0.00,1.00000,0.00000,1.00000,0.00000,0,12,6000.00,453.19,179.90,0.66667,12
C18730,16.065938,0.54546,154.45,0.00,154.45,0.00,0.41667,0.00000,0.41667,0.00000,0,5,4000.00,301.05,122.20,0.16667,12
C18731,0.000000,0.00000,113.00,0.00,113.00,0.00,0.33333,0.00000,0.33333,0.00000,0,5,4000.00,268.52,,0.00000,12
C18732,1478.079872,1.00000,0.00,0.00,0.00,204.29,0.00000,0.00000,0.00000,0.33333,5,0,1500.00,383.28,534.47,0.00000,12
C18733,1455.213589,0.83333,0.00,0.00,0.00,3195.76,0.00000,0.00000,0.00000,0.83333,10,0,4000.00,147.83,227.43,0.00000,6
C18734,3074.490820,1.00000,0.00,0.00,0.00,3382.23,0.00000,0.00000,0.00000,0.16667,2,0,4000.00,3249.40,695.00,0.00000,12
C18735,0.021102,0.12500,0.00,0.00,0.00,922.82,0.00000,0.00000,0.00000,0.12500,1,0,4000.00,36.67,,0.00000,8
C18736,11.918653,0.10000,276.79,276.79,0.00,0.00,0.10000,0.10000,0.00000,0.00000,0,3,3000.00,0.00,,0.00000,10
C18737,1087.565213,1.00000,0.00,0.00,0.00,216.51,0.00000,0.00000,0.00000,0.44444,4,0,1200.00,283.41,267.81,0.00000,9
C18738,439.357199,1.00000,862.74,862.74,0.00,90.32,0.66667,0.66667,0.00000,0.25000,4,22,1000.00,789.18,208.77,0.00000,12
C18739,30.287602,0.81818,0.00,0.00,0.00,827.81,0.00000,0.00000,0.00000,0.41667,11,0,1000.00,963.27,74.39,0.16667,12
C18740,100.212638,0.80000,639.29,116.90,522.39,0.00,0.80000,0.10000,0.70000,0.00000,0,17,1500.00,269.85,156.75,0.50000,10
C18741,12.209291,0.54546,143.75,0.00,143.75,0.00,0.41667,0.00000,0.41667,0.00000,0,5,1500.00,330.50,147.69,1.00000,12
C18742,6.646795,1.00000,228.84,0.00,228.84,0.00,0.66667,0.00000,0.66667,0.00000,0,12,4000.00,232.79,96.60,1.00000,12
C18743,17.832206,0.54546,153.60,0.00,153.60,0.00,0.41667,0.00000,0.41667,0.00000,0,5,1000.00,207.38,86.95,0.36364,12
C18744,73.243985,1.00000,797.20,644.80,152.40,0.00,1.00000,0.33333,1.00000,0.00000,0,16,1200.00,645.80,140.72,0.45455,12
C18745,799.008670,1.00000,192.96,0.00,192.96,559.39,1.00000,0.00000,1.00000,0.33333,5,12,2000.00,691.53,170.55,0.00000,12
C18746,796.558943,1.00000,531.24,0.00,531.24,888.11,1.00000,0.00000,0.83333,0.33333,4,6,1000.00,684.86,654.57,0.00000,6
C18747,3.364738,0.27273,582.94,0.00,582.94,0.00,0.41667,0.00000,0.41667,0.00000,0,5,2000.00,28.01,14.85,0.00000,12
C18748,143.538206,1.00000,415.47,0.00,415.47,0.00,1.00000,0.00000,1.00000,0.00000,0,17,3000.00,394.51,172.57,0.00000,12
C18749,2170.916313,1.00000,70.77,70.77,0.00,2524.18,0.08333,0.08333,0.00000,0.25000,3,1,2500.00,545.08,470.56,0.00000,12
